"name","id","nametype","recclass","mass..g.","fall","year","reclat","reclong","GeoLocation","mass","log_mass"
"Grove Mountains 051971",50341,"Valid","L6",44.91,"Found",2006,-72.78194,75.29944,"(-72.78194, 75.29944)",44.91,1.65234305506271
"Grove Mountains 051976",50342,"Valid","L6",3.26,"Found",2006,-72.78222,75.29944,"(-72.78222, 75.29944)",3.26,0.513217600067939
"Grove Mountains 051977",50343,"Valid","L6",1.74,"Found",2006,-72.78222,75.29944,"(-72.78222, 75.29944)",1.74,0.2405492482826
"Grove Mountains 051981",48254,"Valid","L6",52.86,"Found",2006,-72.978333,75.257222,"(-72.978333, 75.257222)",52.86,1.72312715879569
"Grove Mountains 051985",50344,"Valid","L6",27.92,"Found",2006,-72.77917,75.32167,"(-72.77917, 75.32167)",27.92,1.44591541395112
"Grove Mountains 051986",50345,"Valid","L6",11.46,"Found",2006,-72.78139,75.30333,"(-72.78139, 75.30333)",11.46,1.05918461763137
"Grove Mountains 051990",48255,"Valid","L6",2.24,"Found",2006,-72.780833,75.305278,"(-72.780833, 75.305278)",2.24,0.350248018334163
"Grove Mountains 051992",48256,"Valid","L6",1.29,"Found",2006,-72.780833,75.305278,"(-72.780833, 75.305278)",1.29,0.110589710299249
"Grove Mountains 052000",50346,"Valid","H6",5.12,"Found",2006,-72.78194,75.29944,"(-72.78194, 75.29944)",5.12,0.709269960975831
"Grove Mountains 052003",48257,"Valid","L5",75.6,"Found",2006,-72.977222,75.258611,"(-72.977222, 75.258611)",75.6,1.87852179550121
"Grove Mountains 052007",50348,"Valid","L5",50.1,"Found",2006,-72.77889,75.31889,"(-72.77889, 75.31889)",50.1,1.69983772586725
"Grove Mountains 052011",46465,"Valid","L5",22.72,"Found",2006,-72.77889,75.31889,"(-72.77889, 75.31889)",22.72,1.35640832703898
"Grove Mountains 052013",46466,"Valid","L6",15.43,"Found",2006,-72.77889,75.31889,"(-72.77889, 75.31889)",15.43,1.18836592606315
"Grove Mountains 052016",50349,"Valid","L6",1.32,"Found",2006,-72.77889,75.31861,"(-72.77889, 75.31861)",1.32,0.12057393120585
"Grove Mountains 052021",50350,"Valid","L6",69.2,"Found",2006,-72.78194,75.29944,"(-72.78194, 75.29944)",69.2,1.84010609445676
"Grove Mountains 052022",48258,"Valid","L5",74.48,"Found",2006,-72.781944,75.299444,"(-72.781944, 75.299444)",74.48,1.87203966797329
"Grove Mountains 052023",46467,"Valid","L6",40.46,"Found",2006,-72.78194,75.29944,"(-72.78194, 75.29944)",40.46,1.60702587843479
"Grove Mountains 052025",48259,"Valid","L6",28.23,"Found",2006,-72.781944,75.299444,"(-72.781944, 75.299444)",28.23,1.45071087814692
"Grove Mountains 052026",46960,"Valid","L6",21.47,"Found",2006,-72.78167,75.29944,"(-72.78167, 75.29944)",21.47,1.33183204443625
"Grove Mountains 052027",50351,"Valid","L6",15.64,"Found",2006,-72.78194,75.29944,"(-72.78194, 75.29944)",15.64,1.19423674872383
"Grove Mountains 052032",50352,"Valid","L6",312,"Found",2006,-72.77833,75.31806,"(-72.77833, 75.31806)",312,2.49415459401844
"Grove Mountains 052033",50353,"Valid","L5",294,"Found",2006,-72.77833,75.31778,"(-72.77833, 75.31778)",294,2.46834733041216
"Grove Mountains 052034",46961,"Valid","L6",204.4,"Found",2006,-72.77833,75.31806,"(-72.77833, 75.31806)",204.4,2.31048089146268
"Grove Mountains 052037",48260,"Valid","L5",31.74,"Found",2006,-72.778333,75.317778,"(-72.778333, 75.317778)",31.74,1.50160692241883
"Grove Mountains 052038",48261,"Valid","L6",31.6,"Found",2006,-72.778333,75.318056,"(-72.778333, 75.318056)",31.6,1.4996870826184
"Grove Mountains 052040",50355,"Valid","L5",20.55,"Found",2006,-72.77833,75.31806,"(-72.77833, 75.31806)",20.55,1.31281182621209
"Grove Mountains 052041",50356,"Valid","L5",11.52,"Found",2006,-72.77833,75.31806,"(-72.77833, 75.31806)",11.52,1.06145247908719
"Grove Mountains 052042",48262,"Valid","L6",12.76,"Found",2006,-72.977778,75.257778,"(-72.977778, 75.257778)",12.76,1.10585067438514
"Grove Mountains 052046",50358,"Valid","L6",3.84,"Found",2006,-72.77833,75.31806,"(-72.77833, 75.31806)",3.84,0.584331224367531
"Grove Mountains 052049",44887,"Valid","L5",96.7,"Found",2006,-72.77306,75.33556,"(-72.77306, 75.33556)",96.7,1.985426474083
"Grove Mountains 052051",46962,"Valid","L5",2.24,"Found",2006,-72.77361,75.33556,"(-72.77361, 75.33556)",2.24,0.350248018334163
"Grove Mountains 052055",46963,"Valid","H5",1.69,"Found",2006,-72.77417,75.33611,"(-72.77417, 75.33611)",1.69,0.227886704613674
"Grove Mountains 052059",48263,"Valid","H5",0.82,"Found",2006,-72.774722,75.336667,"(-72.774722, 75.336667)",0.82,-0.0861861476162833
"Grove Mountains 052073",48264,"Valid","L6",242,"Found",2006,-72.775278,75.3375,"(-72.775278, 75.3375)",242,2.38381536598043
"Grove Mountains 052074",46964,"Valid","L6",135.4,"Found",2006,-72.77528,75.33806,"(-72.77528, 75.33806)",135.4,2.13161866434913
"Grove Mountains 052075",50359,"Valid","L5",78.11,"Found",2006,-72.77444,75.34111,"(-72.77444, 75.34111)",78.11,1.89270663780567
"Grove Mountains 052078",48265,"Valid","H6",0.76,"Found",2006,-72.976944,75.256944,"(-72.976944, 75.256944)",0.76,-0.119186407719209
"Grove Mountains 052079",50360,"Valid","H5",30.76,"Found",2006,-72.77264,75.3422,"(-72.77264, 75.3422)",30.76,1.48798633112939
"Grove Mountains 052081",50362,"Valid","L6",29.65,"Found",2006,-72.77306,75.34222,"(-72.77306, 75.34222)",29.65,1.47202469770028
"Grove Mountains 052082",46966,"Valid","L6",20.35,"Found",2006,-72.77139,75.34111,"(-72.77139, 75.34111)",20.35,1.30856441356124
"Grove Mountains 052085",46967,"Valid","H5",1.38,"Found",2006,-72.77528,75.34194,"(-72.77528, 75.34194)",1.38,0.139879086401236
"Grove Mountains 052090",48266,"Valid","H5",0.71,"Found",2006,-72.977778,75.261667,"(-72.977778, 75.261667)",0.71,-0.148741651280925
"Grove Mountains 052098",48267,"Valid","H6",0.84,"Found",2006,-72.775,75.339722,"(-72.775, 75.339722)",0.84,-0.0757207139381184
"Grove Mountains 052104",46468,"Valid","L6",116.38,"Found",2006,-72.77917,75.31583,"(-72.77917, 75.31583)",116.38,2.06587835285739
"Grove Mountains 052105",50363,"Valid","L6",6.85,"Found",2006,-72.78028,75.33083,"(-72.78028, 75.33083)",6.85,0.835690571492426
"Grove Mountains 052108",50365,"Valid","L5",2.81,"Found",2006,-72.78028,75.32722,"(-72.78028, 75.32722)",2.81,0.44870631990508
"Grove Mountains 052110",48268,"Valid","L6",2.26,"Found",2006,-72.78,75.323611,"(-72.78, 75.323611)",2.26,0.354108439147401
"Grove Mountains 052113",48270,"Valid","L5",0.77,"Found",2006,-72.778889,75.326944,"(-72.778889, 75.326944)",0.77,-0.113509274827518
"Grove Mountains 052115",48271,"Valid","L6",440,"Found",2006,-72.772222,75.336111,"(-72.772222, 75.336111)",440,2.64345267648619
"Grove Mountains 052116",46469,"Valid","L6",336,"Found",2006,-72.77472,75.32361,"(-72.77472, 75.32361)",336,2.52633927738984
"Grove Mountains 052119",46470,"Valid","L6",94.91,"Found",2006,-72.77417,75.31611,"(-72.77417, 75.31611)",94.91,1.97731197339693
"Grove Mountains 052123",50367,"Valid","L6",49.73,"Found",2006,-72.7735,75.3287,"(-72.7735, 75.3287)",49.73,1.69661845923222
"Grove Mountains 052126",46471,"Valid","L6",17.07,"Found",2006,-72.77611,75.32639,"(-72.77611, 75.32639)",17.07,1.23223352111473
"Grove Mountains 052127",48273,"Valid","L6",20.26,"Found",2006,-72.773333,75.34,"(-72.773333, 75.34)",20.26,1.30663944102426
"Grove Mountains 052128",50368,"Valid","L6",26.76,"Found",2006,-72.77352,75.3438,"(-72.77352, 75.3438)",26.76,1.42748610909579
"Grove Mountains 052131",50369,"Valid","L6",12.47,"Found",2006,-72.77168,75.33,"(-72.77168, 75.33)",12.47,1.09586645347854
"Grove Mountains 052132",46472,"Valid","L6",16.86,"Found",2006,-72.77333,75.32583,"(-72.77333, 75.32583)",16.86,1.22685757028872
"Grove Mountains 052133",48274,"Valid","L6",9.35,"Found",2006,-72.775278,75.318056,"(-72.775278, 75.318056)",9.35,0.970811610872518
"Grove Mountains 052134",50370,"Valid","L6",11.83,"Found",2006,-72.77278,75.32944,"(-72.77278, 75.32944)",11.83,1.07298474462793
"Grove Mountains 052136",46473,"Valid","H5",2.21,"Found",2006,-72.775,75.33528,"(-72.775, 75.33528)",2.21,0.344392273685111
"Grove Mountains 052140",48276,"Valid","H4",0.77,"Found",2006,-72.775,75.335278,"(-72.775, 75.335278)",0.77,-0.113509274827518
"Grove Mountains 052141",48277,"Valid","H5",0.82,"Found",2006,-72.775,75.335278,"(-72.775, 75.335278)",0.82,-0.0861861476162833
"Grove Mountains 052145",48278,"Valid","H4",0.7,"Found",2006,-72.775,75.335278,"(-72.775, 75.335278)",0.7,-0.154901959985743
"Grove Mountains 052156",46474,"Valid","L6",4.27,"Found",2006,-72.77194,75.34472,"(-72.77194, 75.34472)",4.27,0.630427875025024
"Grove Mountains 052159",48279,"Valid","L6",1.2,"Found",2006,-72.771944,75.344722,"(-72.771944, 75.344722)",1.2,0.0791812460476248
"Grove Mountains 052160",48280,"Valid","H5",1.3,"Found",2006,-72.9775,75.265278,"(-72.9775, 75.265278)",1.3,0.113943352306837
"Grove Mountains 052163",48281,"Valid","H5",0.77,"Found",2006,-72.771944,75.344722,"(-72.771944, 75.344722)",0.77,-0.113509274827518
"Grove Mountains 052167",50371,"Valid","H6",0.5,"Found",2006,-72.77194,75.34472,"(-72.77194, 75.34472)",0.5,-0.301029995663981
"Grove Mountains 052173",46475,"Valid","H6",7.76,"Found",2006,-72.77306,75.33806,"(-72.77306, 75.33806)",7.76,0.889861721258188
"Grove Mountains 052174",46968,"Valid","L6",5.25,"Found",2006,-72.77306,75.33806,"(-72.77306, 75.33806)",5.25,0.720159303405957
"Grove Mountains 052175",46476,"Valid","L6",4.37,"Found",2006,-72.77306,75.33806,"(-72.77306, 75.33806)",4.37,0.640481436970422
"Grove Mountains 052183",48282,"Valid","L6",1.84,"Found",2006,-72.773056,75.338056,"(-72.773056, 75.338056)",1.84,0.264817823009536
"Grove Mountains 052185",50373,"Valid","L6",1.39,"Found",2006,-72.77299,75.3382,"(-72.77299, 75.3382)",1.39,0.143014800254095
"Grove Mountains 052187",50374,"Valid","L5",1.81,"Found",2006,-72.77306,75.33806,"(-72.77306, 75.33806)",1.81,0.257678574869184
"Grove Mountains 052189",50375,"Valid","H5",1.57,"Found",2006,-72.77306,75.33806,"(-72.77306, 75.33806)",1.57,0.195899652409234
"Grove Mountains 052204",50376,"Valid","H5",0.51,"Found",2006,-72.77306,75.33806,"(-72.77306, 75.33806)",0.51,-0.292429823902064
"Grove Mountains 052207",50377,"Valid","L5",5.13,"Found",2006,-72.7725,75.34667,"(-72.7725, 75.34667)",5.13,0.710117365111816
"Grove Mountains 052211",50378,"Valid","L5",2.21,"Found",2006,-72.7725,75.34667,"(-72.7725, 75.34667)",2.21,0.344392273685111
"Grove Mountains 052215",50379,"Valid","L6",2.23,"Found",2006,-72.7725,75.34667,"(-72.7725, 75.34667)",2.23,0.348304863048161
"Grove Mountains 052216",48285,"Valid","L6",0.95,"Found",2006,-72.7725,75.346667,"(-72.7725, 75.346667)",0.95,-0.0222763947111523
"Grove Mountains 052222",48286,"Valid","L5",0.76,"Found",2006,-72.771111,75.338056,"(-72.771111, 75.338056)",0.76,-0.119186407719209
"Grove Mountains 052232",50380,"Valid","L6",0.51,"Found",2006,-72.77111,75.33806,"(-72.77111, 75.33806)",0.51,-0.292429823902064
"Grove Mountains 052243",48287,"Valid","L6",438,"Found",2006,-72.783056,75.300278,"(-72.783056, 75.300278)",438,2.6414741105041
"Grove Mountains 052244",46969,"Valid","L6",414,"Found",2006,-72.77917,75.31361,"(-72.77917, 75.31361)",414,2.6170003411209
"Grove Mountains 052246",46970,"Valid","L5",57.39,"Found",2006,-72.77917,75.32306,"(-72.77917, 75.32306)",57.39,1.75883622474696
"Grove Mountains 052248",46971,"Valid","L5",28.46,"Found",2006,-72.77611,75.32306,"(-72.77611, 75.32306)",28.46,1.45423489574827
"Grove Mountains 052250",48288,"Valid","L5",8.68,"Found",2006,-72.976944,75.2675,"(-72.976944, 75.2675)",8.68,0.938519725176492
"Grove Mountains 052253",46972,"Valid","H4",2.36,"Found",2006,-72.77611,75.32583,"(-72.77611, 75.32583)",2.36,0.372912002970107
"Grove Mountains 052254",50381,"Valid","L6",1.41,"Found",2006,-72.77639,75.30972,"(-72.77639, 75.30972)",1.41,0.14921911265538
"Grove Mountains 052256",46973,"Valid","H4",1.55,"Found",2006,-72.77833,75.32167,"(-72.77833, 75.32167)",1.55,0.190331698170291
"Grove Mountains 052259",48289,"Valid","L6",29,"Found",2006,-72.776111,75.334444,"(-72.776111, 75.334444)",29,1.46239799789896
"Grove Mountains 052260",50382,"Valid","L6",21.69,"Found",2006,-72.77611,75.33444,"(-72.77611, 75.33444)",21.69,1.33625955201419
"Grove Mountains 052263",50383,"Valid","L6",8.15,"Found",2006,-72.77611,75.33444,"(-72.77611, 75.33444)",8.15,0.911157608739977
"Grove Mountains 052265",48290,"Valid","H4",2.26,"Found",2006,-72.776111,75.334444,"(-72.776111, 75.334444)",2.26,0.354108439147401
"Grove Mountains 052270",50385,"Valid","L6",3.38,"Found",2006,-72.77806,75.32833,"(-72.77806, 75.32833)",3.38,0.528916700277655
"Grove Mountains 052271",48291,"Valid","H4",2.98,"Found",2006,-72.977778,75.265556,"(-72.977778, 75.265556)",2.98,0.474216264076255
"Grove Mountains 052272",48292,"Valid","L5",1.83,"Found",2006,-72.778056,75.320556,"(-72.778056, 75.320556)",1.83,0.262451089730429
"Grove Mountains 052284",48293,"Valid","L6",9.51,"Found",2006,-72.776389,75.322222,"(-72.776389, 75.322222)",9.51,0.978180516937414
"Grove Mountains 052286",50386,"Valid","L5",6.81,"Found",2006,-72.77778,75.30056,"(-72.77778, 75.30056)",6.81,0.833147111912785
"Grove Mountains 052288",48294,"Valid","H4",8.61,"Found",2006,-72.778889,75.324722,"(-72.778889, 75.324722)",8.61,0.935003151453655
"Grove Mountains 052290",50387,"Valid","L6",2.93,"Found",2006,-72.77611,75.32861,"(-72.77611, 75.32861)",2.93,0.46686762035411
"Grove Mountains 052292",50388,"Valid","L5",65.66,"Found",2006,-72.77667,75.32194,"(-72.77667, 75.32194)",65.66,1.81730087839332
"Grove Mountains 052295",50390,"Valid","L5",1.43,"Found",2006,-72.77972,75.31444,"(-72.77972, 75.31444)",1.43,0.155336037465062
"Grove Mountains 052298",50391,"Valid","L5",1.27,"Found",2006,-72.77611,75.32694,"(-72.77611, 75.32694)",1.27,0.103803720955957
"Grove Mountains 052299",48295,"Valid","L5",1.76,"Found",2006,-72.782222,75.311667,"(-72.782222, 75.311667)",1.76,0.24551266781415
"Grove Mountains 052300",50392,"Valid","H6",1.32,"Found",2006,-72.77667,75.31306,"(-72.77667, 75.31306)",1.32,0.12057393120585
"Grove Mountains 052301",48296,"Valid","L6",1.16,"Found",2006,-72.979722,75.263333,"(-72.979722, 75.263333)",1.16,0.0644579892269184
"Grove Mountains 052302",46974,"Valid","H5",49.93,"Found",2006,-72.77722,75.30806,"(-72.77722, 75.30806)",49.93,1.69836156605511
"Grove Mountains 052303",50393,"Valid","L6",15.33,"Found",2006,-72.78111,75.32833,"(-72.78111, 75.32833)",15.33,1.18554215485438
"Grove Mountains 052305",48297,"Valid","L6",9.36,"Found",2006,-72.781667,75.323889,"(-72.781667, 75.323889)",9.36,0.971275848738105
"Grove Mountains 052306",50394,"Valid","L5",4.1,"Found",2006,-72.78083,75.31556,"(-72.78083, 75.31556)",4.1,0.612783856719735
"Grove Mountains 052308",50395,"Valid","H4",2.13,"Found",2006,-72.77861,75.31389,"(-72.77861, 75.31389)",2.13,0.328379603438738
"Grove Mountains 052311",48298,"Valid","H5",2.99,"Found",2006,-72.7825,75.325,"(-72.7825, 75.325)",2.99,0.47567118832443
"Grove Mountains 052314",48299,"Valid","H5",46.18,"Found",2006,-72.979722,75.263611,"(-72.979722, 75.263611)",46.18,1.66445392858116
"Grove Mountains 052315",50396,"Valid","L6",30.67,"Found",2006,-72.78,75.32833,"(-72.78, 75.32833)",30.67,1.48671377598249
"Grove Mountains 052317",50397,"Valid","L5",12.57,"Found",2006,-72.78,75.31972,"(-72.78, 75.31972)",12.57,1.09933527768596
"Grove Mountains 052318",50398,"Valid","L5",12.6,"Found",2006,-72.78,75.31972,"(-72.78, 75.31972)",12.6,1.10037054511756
"Grove Mountains 052319",50399,"Valid","L5",21.18,"Found",2006,-72.78,75.31972,"(-72.78, 75.31972)",21.18,1.32592595577147
"Grove Mountains 052320",48300,"Valid","H5",22.1,"Found",2006,-72.7775,75.326667,"(-72.7775, 75.326667)",22.1,1.34439227368511
"Grove Mountains 052321",46975,"Valid","L5",5.25,"Found",2006,-72.77889,75.30972,"(-72.77889, 75.30972)",5.25,0.720159303405957
"Grove Mountains 052328",50400,"Valid","L6",1.39,"Found",2006,-72.77889,75.30972,"(-72.77889, 75.30972)",1.39,0.143014800254095
"Grove Mountains 052334",48301,"Valid","L5",0.82,"Found",2006,-72.778889,75.309722,"(-72.778889, 75.309722)",0.82,-0.0861861476162833
"Grove Mountains 052338",50401,"Valid","H5",0.51,"Found",2006,-72.77889,75.30972,"(-72.77889, 75.30972)",0.51,-0.292429823902064
"Grove Mountains 052342",46976,"Valid","H5",1.15,"Found",2006,-72.78083,75.31,"(-72.78083, 75.31)",1.15,0.0606978403536116
"Grove Mountains 052343",48302,"Valid","H4",0.82,"Found",2006,-72.780833,75.31,"(-72.780833, 75.31)",0.82,-0.0861861476162833
"Grove Mountains 052345",46977,"Valid","H5",2.96,"Found",2006,-72.78222,75.32167,"(-72.78222, 75.32167)",2.96,0.471291711058939
"Grove Mountains 052348",48303,"Valid","H4",0.77,"Found",2006,-72.782222,75.321667,"(-72.782222, 75.321667)",0.77,-0.113509274827518
"Grove Mountains 052351",48304,"Valid","H5",0.74,"Found",2006,-72.978056,75.260278,"(-72.978056, 75.260278)",0.74,-0.130768280269024
"Grove Mountains 052357",46978,"Valid","L6",2.79,"Found",2006,-72.78278,75.29889,"(-72.78278, 75.29889)",2.79,0.445604203273598
"Grove Mountains 052358",46477,"Valid","L6",6.66,"Found",2006,-72.78278,75.29889,"(-72.78278, 75.29889)",6.66,0.823474229170301
"Grove Mountains 052359",46478,"Valid","L5",2.85,"Found",2006,-72.78278,75.29889,"(-72.78278, 75.29889)",2.85,0.45484486000851
"Grove Mountains 052361",48306,"Valid","L6",2.6,"Found",2006,-72.782778,75.298889,"(-72.782778, 75.298889)",2.6,0.414973347970818
"Grove Mountains 052363",50405,"Valid","L6",1.31,"Found",2006,-72.78278,75.29889,"(-72.78278, 75.29889)",1.31,0.117271295655764
"Grove Mountains 052370",48307,"Valid","H5",0.95,"Found",2006,-72.9775,75.263056,"(-72.9775, 75.263056)",0.95,-0.0222763947111523
"Grove Mountains 052372",50406,"Valid","L6",76.64,"Found",2006,-72.78194,75.3147,"(-72.78194, 75.3147)",76.64,1.88445549607049
"Grove Mountains 052373",46479,"Valid","L6",77.07,"Found",2006,-72.78194,75.31472,"(-72.78194, 75.31472)",77.07,1.88688535898601
"Grove Mountains 052374",50407,"Valid","L6",45.5,"Found",2006,-72.78194,75.31472,"(-72.78194, 75.31472)",45.5,1.65801139665711
"Grove Mountains 052376",48308,"Valid","L5",28.07,"Found",2006,-72.781944,75.314722,"(-72.781944, 75.314722)",28.07,1.44824241263444
"Grove Mountains 052377",50408,"Valid","L5",44.81,"Found",2006,-72.78194,75.31472,"(-72.78194, 75.31472)",44.81,1.65137494391304
"Grove Mountains 052379",50409,"Valid","L6",8.76,"Found",2006,-72.78194,75.31472,"(-72.78194, 75.31472)",8.76,0.942504106168081
"Grove Mountains 052383",48309,"Valid","H6",2.88,"Found",2006,-72.7875,75.277222,"(-72.7875, 75.277222)",2.88,0.459392487759231
"Grove Mountains 052387",50410,"Valid","H5",1.76,"Found",2006,-72.78694,75.27278,"(-72.78694, 75.27278)",1.76,0.24551266781415
"Grove Mountains 052389",50411,"Valid","H5",1.39,"Found",2006,-72.78694,75.27278,"(-72.78694, 75.27278)",1.39,0.143014800254095
"Grove Mountains 052390",48310,"Valid","H4",1.3,"Found",2006,-72.786944,75.272778,"(-72.786944, 75.272778)",1.3,0.113943352306837
"Grove Mountains 052392",46480,"Valid","H6",3.48,"Found",2006,-72.78389,75.2725,"(-72.78389, 75.2725)",3.48,0.541579243946581
"Grove Mountains 052398",50412,"Valid","L6",4.04,"Found",2006,-72.7839,75.2718,"(-72.7839, 75.2718)",4.04,0.606381365110605
"Grove Mountains 052399",50413,"Valid","L6",2.77,"Found",2006,-72.78389,75.27167,"(-72.78389, 75.27167)",2.77,0.442479769064449
"Grove Mountains 052403",50414,"Valid","H4",1.76,"Found",2006,-72.78389,75.27167,"(-72.78389, 75.27167)",1.76,0.24551266781415
"Grove Mountains 052405",50415,"Valid","L5",1.54,"Found",2006,-72.78389,75.27167,"(-72.78389, 75.27167)",1.54,0.187520720836463
"Grove Mountains 052406",50416,"Valid","L6",1.16,"Found",2006,-72.78389,75.27167,"(-72.78389, 75.27167)",1.16,0.0644579892269184
"Grove Mountains 052409",48312,"Valid","L6",0.82,"Found",2006,-72.976389,75.263889,"(-72.976389, 75.263889)",0.82,-0.0861861476162833
"Grove Mountains 052413",50417,"Valid","L6",30.15,"Found",2006,-72.77611,75.33194,"(-72.77611, 75.33194)",30.15,1.47928731647617
"Grove Mountains 052415",48313,"Valid","L6",12.12,"Found",2006,-72.779167,75.331389,"(-72.779167, 75.331389)",12.12,1.08350261983027
"Grove Mountains 052416",48314,"Valid","L6",9.48,"Found",2006,-72.778889,75.330556,"(-72.778889, 75.330556)",9.48,0.976808337338066
"Grove Mountains 052417",46481,"Valid","L6",14.55,"Found",2006,-72.77833,75.33028,"(-72.77833, 75.33028)",14.55,1.16286299332193
"Grove Mountains 052425",48315,"Valid","L6",9.45,"Found",2006,-72.781667,75.302778,"(-72.781667, 75.302778)",9.45,0.975431808509263
"Grove Mountains 052429",50418,"Valid","H5",5.11,"Found",2006,-72.78278,75.3244,"(-72.78278, 75.3244)",5.11,0.708420900134713
"Grove Mountains 052430",48316,"Valid","L6",5.19,"Found",2006,-72.781944,75.324167,"(-72.781944, 75.324167)",5.19,0.715167357848458
"Grove Mountains 052434",50419,"Valid","L5",5.14,"Found",2006,-72.78194,75.32306,"(-72.78194, 75.32306)",5.14,0.710963118995276
"Grove Mountains 052437",48317,"Valid","L6",5.11,"Found",2006,-72.781944,75.323056,"(-72.781944, 75.323056)",5.11,0.708420900134713
"Grove Mountains 052440",48318,"Valid","L5",2.85,"Found",2006,-72.781944,75.323056,"(-72.781944, 75.323056)",2.85,0.45484486000851
"Grove Mountains 052441",48319,"Valid","L6",2.44,"Found",2006,-72.781944,75.323056,"(-72.781944, 75.323056)",2.44,0.387389826338729
"Grove Mountains 052443",50420,"Valid","L5",2.43,"Found",2006,-72.77828,75.3186,"(-72.77828, 75.3186)",2.43,0.385606273598312
"Grove Mountains 052444",48320,"Valid","L6",2.18,"Found",2006,-72.979167,75.261667,"(-72.979167, 75.261667)",2.18,0.338456493604605
"Grove Mountains 052445",48321,"Valid","L6",2.98,"Found",2006,-72.778333,75.318611,"(-72.778333, 75.318611)",2.98,0.474216264076255
"Grove Mountains 052447",50421,"Valid","L6",3.33,"Found",2006,-72.77833,75.31861,"(-72.77833, 75.31861)",3.33,0.52244423350632
"Grove Mountains 052449",50422,"Valid","L6",1.78,"Found",2006,-72.77833,75.31861,"(-72.77833, 75.31861)",1.78,0.250420002308894
"Grove Mountains 052450",48322,"Valid","L6",1.59,"Found",2006,-72.778333,75.318611,"(-72.778333, 75.318611)",1.59,0.201397124320452
"Grove Mountains 052453",46482,"Valid","L5",1.94,"Found",2006,-72.77611,75.31389,"(-72.77611, 75.31389)",1.94,0.287801729930226
"Grove Mountains 052455",48323,"Valid","L6",1.6,"Found",2006,-72.978056,75.261944,"(-72.978056, 75.261944)",1.6,0.204119982655925
"Grove Mountains 052461",48324,"Valid","L5",1.59,"Found",2006,-72.776111,75.313889,"(-72.776111, 75.313889)",1.59,0.201397124320452
"Grove Mountains 052463",46483,"Valid","L6",0.66,"Found",2006,-72.78417,75.30861,"(-72.78417, 75.30861)",0.66,-0.180456064458131
"Grove Mountains 052464",48325,"Valid","L6",0.76,"Found",2006,-72.783889,75.308611,"(-72.783889, 75.308611)",0.76,-0.119186407719209
"Grove Mountains 052466",48326,"Valid","L5",0.76,"Found",2006,-72.783889,75.308611,"(-72.783889, 75.308611)",0.76,-0.119186407719209
"Grove Mountains 052468",48327,"Valid","L6",0.76,"Found",2006,-72.784167,75.308611,"(-72.784167, 75.308611)",0.76,-0.119186407719209
"Grove Mountains 052470",48328,"Valid","L6",0.76,"Found",2006,-72.979167,75.266944,"(-72.979167, 75.266944)",0.76,-0.119186407719209
"Grove Mountains 052473",50424,"Valid","L6",0.5,"Found",2006,-72.78361,75.29833,"(-72.78361, 75.29833)",0.5,-0.301029995663981
"Grove Mountains 052476",48329,"Valid","L6",0.67,"Found",2006,-72.783611,75.298333,"(-72.783611, 75.298333)",0.67,-0.173925197299174
"Grove Mountains 052490",48331,"Valid","L6",7.14,"Found",2006,-72.779722,75.316111,"(-72.779722, 75.316111)",7.14,0.853698211776174
"Grove Mountains 052492",50426,"Valid","L6",6.83,"Found",2006,-72.77972,75.31611,"(-72.77972, 75.31611)",6.83,0.834420703681533
"Grove Mountains 052499",50427,"Valid","H4",6.47,"Found",2006,-72.77917,75.30722,"(-72.77917, 75.30722)",6.47,0.8109042806687
"Grove Mountains 052500",48332,"Valid","L6",12.05,"Found",2006,-72.994444,75.264444,"(-72.994444, 75.264444)",12.05,1.08098704691089
"Grove Mountains 052505",48333,"Valid","L5",2.49,"Found",2006,-72.779722,75.304722,"(-72.779722, 75.304722)",2.49,0.396199347095736
"Grove Mountains 052506",46484,"Valid","H4",1.92,"Found",2006,-72.78639,75.29333,"(-72.78639, 75.29333)",1.92,0.28330122870355
"Grove Mountains 052527",48334,"Valid","H5",0.7,"Found",2006,-72.786389,75.296667,"(-72.786389, 75.296667)",0.7,-0.154901959985743
"Grove Mountains 052529",48335,"Valid","H5",0.75,"Found",2006,-72.786389,75.296667,"(-72.786389, 75.296667)",0.75,-0.1249387366083
"Grove Mountains 052541",48336,"Valid","L6",0.7,"Found",2006,-72.785,75.294722,"(-72.785, 75.294722)",0.7,-0.154901959985743
"Grove Mountains 052546",50429,"Valid","L5",0.51,"Found",2006,-72.785,75.29472,"(-72.785, 75.29472)",0.51,-0.292429823902064
"Grove Mountains 052566",48337,"Valid","L6",2.88,"Found",2006,-72.994444,75.263611,"(-72.994444, 75.263611)",2.88,0.459392487759231
"Grove Mountains 052570",48338,"Valid","L6",1.55,"Found",2006,-72.780833,75.303611,"(-72.780833, 75.303611)",1.55,0.190331698170291
"Grove Mountains 052571",50430,"Valid","L5",1.41,"Found",2006,-72.78083,75.30361,"(-72.78083, 75.30361)",1.41,0.14921911265538
"Grove Mountains 052572",50431,"Valid","L5",1.41,"Found",2006,-72.78083,75.30361,"(-72.78083, 75.30361)",1.41,0.14921911265538
"Grove Mountains 052573",50432,"Valid","L6",1.38,"Found",2006,-72.78083,75.30361,"(-72.78083, 75.30361)",1.38,0.139879086401236
"Grove Mountains 052574",48339,"Valid","L5",1.83,"Found",2006,-72.778611,75.3025,"(-72.778611, 75.3025)",1.83,0.262451089730429
