"name","id","nametype","recclass","mass..g.","fall","year","reclat","reclong","GeoLocation","mass","log_mass"
"Elephant Moraine 87596",8146,"Valid","L6",90,"Found",1987,-76.27292,156.50649,"(-76.27292, 156.50649)",90,1.95424250943932
"Elephant Moraine 87597",8147,"Valid","L6",9,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",9,0.954242509439325
"Elephant Moraine 87598",8148,"Valid","L6",22.3,"Found",1987,-76.28156,157.17756,"(-76.28156, 157.17756)",22.3,1.34830486304816
"Elephant Moraine 87599",8149,"Valid","L6",15.9,"Found",1987,-76.27028,156.459,"(-76.27028, 156.459)",15.9,1.20139712432045
"Elephant Moraine 87600",8150,"Valid","L6",11.7,"Found",1987,-76.26859,156.50778,"(-76.26859, 156.50778)",11.7,1.06818586174616
"Elephant Moraine 87601",8151,"Valid","L6",50.1,"Found",1987,-76.26757,156.47883,"(-76.26757, 156.47883)",50.1,1.69983772586725
"Elephant Moraine 87602",8152,"Valid","H6",76.7,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",76.7,1.88479536394898
"Elephant Moraine 87603",8153,"Valid","L6",169.8,"Found",1987,-76.27052,156.46121,"(-76.27052, 156.46121)",169.8,2.22993768590793
"Elephant Moraine 87604",8154,"Valid","L5",63.6,"Found",1987,-76.28321,157.17235,"(-76.28321, 157.17235)",63.6,1.80345711564841
"Elephant Moraine 87605",8155,"Valid","L6",45.1,"Found",1987,-76.27001,156.47318,"(-76.27001, 156.47318)",45.1,1.65417654187796
"Elephant Moraine 87606",8156,"Valid","L5",7.5,"Found",1987,-76.2827,157.18769,"(-76.2827, 157.18769)",7.5,0.8750612633917
"Elephant Moraine 87607",8157,"Valid","L6",109,"Found",1987,-76.26811,156.47653,"(-76.26811, 156.47653)",109,2.03742649794062
"Elephant Moraine 87608",8158,"Valid","H6",39.4,"Found",1987,-76.27068,156.46558,"(-76.27068, 156.46558)",39.4,1.59549622182557
"Elephant Moraine 87609",8159,"Valid","H5",19.6,"Found",1987,-76.27009,156.46006,"(-76.27009, 156.46006)",19.6,1.29225607135648
"Elephant Moraine 87610",8160,"Valid","L6",23.4,"Found",1987,-76.27101,156.51318,"(-76.27101, 156.51318)",23.4,1.36921585741014
"Elephant Moraine 87611",8161,"Valid","L6",21.2,"Found",1987,-76.27304,156.5146,"(-76.27304, 156.5146)",21.2,1.32633586092875
"Elephant Moraine 87612",8162,"Valid","L6",23.6,"Found",1987,-76.27047,156.45847,"(-76.27047, 156.45847)",23.6,1.37291200297011
"Elephant Moraine 87613",8163,"Valid","L6",77,"Found",1987,-76.28185,156.48682,"(-76.28185, 156.48682)",77,1.88649072517248
"Elephant Moraine 87614",8164,"Valid","L6",16.4,"Found",1987,-76.27973,156.45401,"(-76.27973, 156.45401)",16.4,1.2148438480477
"Elephant Moraine 87615",8165,"Valid","L6",144.5,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",144.5,2.15986784709257
"Elephant Moraine 87616",8166,"Valid","L6",91.3,"Found",1987,-76.28085,156.49234,"(-76.28085, 156.49234)",91.3,1.9604707775343
"Elephant Moraine 87617",8167,"Valid","L6",4.1,"Found",1987,-76.28291,157.17292,"(-76.28291, 157.17292)",4.1,0.612783856719735
"Elephant Moraine 87618",8168,"Valid","H5",62,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",62,1.79239168949825
"Elephant Moraine 87619",8169,"Valid","L6",9.1,"Found",1987,-76.27602,156.50089,"(-76.27602, 156.50089)",9.1,0.959041392321094
"Elephant Moraine 87620",8170,"Valid","L6",2.1,"Found",1987,-76.28244,156.459,"(-76.28244, 156.459)",2.1,0.322219294733919
"Elephant Moraine 87621",8171,"Valid","L6",13.5,"Found",1987,-76.27009,156.46006,"(-76.27009, 156.46006)",13.5,1.13033376849501
"Elephant Moraine 87622",8172,"Valid","L6",106.8,"Found",1987,-76.27279,156.50674,"(-76.27279, 156.50674)",106.8,2.02857125269254
"Elephant Moraine 87623",8173,"Valid","L6",81.3,"Found",1987,-76.2795,156.45529,"(-76.2795, 156.45529)",81.3,1.91009054559407
"Elephant Moraine 87624",8174,"Valid","L6",17.2,"Found",1987,-76.26971,156.47439,"(-76.26971, 156.47439)",17.2,1.23552844690755
"Elephant Moraine 87625",8175,"Valid","L6",22.5,"Found",1987,-76.03337,156.03157,"(-76.03337, 156.03157)",22.5,1.35218251811136
"Elephant Moraine 87626",8176,"Valid","L6",71.9,"Found",1987,-76.27909,156.49604,"(-76.27909, 156.49604)",71.9,1.85672889038288
"Elephant Moraine 87627",8177,"Valid","L6",93.2,"Found",1987,-76.2826,157.18509,"(-76.2826, 157.18509)",93.2,1.96941591235398
"Elephant Moraine 87628",8178,"Valid","L6",11.7,"Found",1987,-76.27715,156.46113,"(-76.27715, 156.46113)",11.7,1.06818586174616
"Elephant Moraine 87629",8179,"Valid","L6",0.5,"Found",1987,-76.27297,156.46753,"(-76.27297, 156.46753)",0.5,-0.301029995663981
"Elephant Moraine 87630",8180,"Valid","L6",16.8,"Found",1987,-76.28031,156.49212,"(-76.28031, 156.49212)",16.8,1.22530928172586
"Elephant Moraine 87631",8181,"Valid","L6",42.8,"Found",1987,-76.28168,156.48886,"(-76.28168, 156.48886)",42.8,1.63144376901317
"Elephant Moraine 87632",8182,"Valid","L6",8.2,"Found",1987,-76.27461,156.5071,"(-76.27461, 156.5071)",8.2,0.913813852383717
"Elephant Moraine 87633",8183,"Valid","L6",27.9,"Found",1987,-76.27873,156.45591,"(-76.27873, 156.45591)",27.9,1.4456042032736
"Elephant Moraine 87634",8184,"Valid","L6",14.1,"Found",1987,-76.27133,156.4737,"(-76.27133, 156.4737)",14.1,1.14921911265538
"Elephant Moraine 87635",8185,"Valid","L6",162.3,"Found",1987,-76.28142,156.49151,"(-76.28142, 156.49151)",162.3,2.21031851982623
"Elephant Moraine 87636",8186,"Valid","H5",17.4,"Found",1987,-76.26954,156.46365,"(-76.26954, 156.46365)",17.4,1.2405492482826
"Elephant Moraine 87637",8187,"Valid","L6",17.2,"Found",1987,-76.28226,156.44583,"(-76.28226, 156.44583)",17.2,1.23552844690755
"Elephant Moraine 87638",8188,"Valid","L6",7.7,"Found",1987,-76.28101,156.45283,"(-76.28101, 156.45283)",7.7,0.886490725172482
"Elephant Moraine 87639",8189,"Valid","L6",53.4,"Found",1987,-76.27976,156.44902,"(-76.27976, 156.44902)",53.4,1.72754125702856
"Elephant Moraine 87640",8190,"Valid","L6",13.8,"Found",1987,-76.28069,156.44904,"(-76.28069, 156.44904)",13.8,1.13987908640124
"Elephant Moraine 87641",8191,"Valid","L6",18.5,"Found",1987,-76.28339,156.44065,"(-76.28339, 156.44065)",18.5,1.26717172840301
"Elephant Moraine 87642",8192,"Valid","L6",25.8,"Found",1987,-76.28198,156.44309,"(-76.28198, 156.44309)",25.8,1.41161970596323
"Elephant Moraine 87643",8193,"Valid","H5",31,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",31,1.49136169383427
"Elephant Moraine 87644",8194,"Valid","L6",127.3,"Found",1987,-76.26933,156.47035,"(-76.26933, 156.47035)",127.3,2.10482840365366
"Elephant Moraine 87645",8195,"Valid","L6",3.8,"Found",1987,-76.28335,156.44432,"(-76.28335, 156.44432)",3.8,0.57978359661681
"Elephant Moraine 87646",8196,"Valid","L6",57.2,"Found",1987,-76.2798,156.44699,"(-76.2798, 156.44699)",57.2,1.75739602879302
"Elephant Moraine 87647",8197,"Valid","L6",51.1,"Found",1987,-76.27895,156.44595,"(-76.27895, 156.44595)",51.1,1.70842090013471
"Elephant Moraine 87648",8198,"Valid","L6",7,"Found",1987,-76.27113,156.46678,"(-76.27113, 156.46678)",7,0.845098040014257
"Elephant Moraine 87649",8199,"Valid","L6",27,"Found",1987,-76.26942,156.46357,"(-76.26942, 156.46357)",27,1.43136376415899
"Elephant Moraine 87650",8200,"Valid","L6",23.2,"Found",1987,-76.27989,156.4458,"(-76.27989, 156.4458)",23.2,1.3654879848909
"Elephant Moraine 87651",8201,"Valid","L6",45.7,"Found",1987,-76.28343,156.44407,"(-76.28343, 156.44407)",45.7,1.65991620006985
"Elephant Moraine 87652",8202,"Valid","L6",72.1,"Found",1987,-76.28203,156.44323,"(-76.28203, 156.44323)",72.1,1.85793526471943
"Elephant Moraine 87653",8203,"Valid","L6",24.5,"Found",1987,-76.28324,156.44473,"(-76.28324, 156.44473)",24.5,1.38916608436453
"Elephant Moraine 87654",8204,"Valid","H6",5.2,"Found",1987,-76.27021,156.46392,"(-76.27021, 156.46392)",5.2,0.716003343634799
"Elephant Moraine 87655",8205,"Valid","L6",93,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",93,1.96848294855394
"Elephant Moraine 87656",8206,"Valid","L6",35.3,"Found",1987,-76.28293,156.44685,"(-76.28293, 156.44685)",35.3,1.54777470538782
"Elephant Moraine 87657",8207,"Valid","L6",64.8,"Found",1987,-76.27619,156.45741,"(-76.27619, 156.45741)",64.8,1.81157500587059
"Elephant Moraine 87658",8208,"Valid","H6",8.4,"Found",1987,-76.26817,156.46544,"(-76.26817, 156.46544)",8.4,0.924279286061882
"Elephant Moraine 87659",8209,"Valid","L6",4.3,"Found",1987,-76.2694,156.47273,"(-76.2694, 156.47273)",4.3,0.633468455579587
"Elephant Moraine 87660",8210,"Valid","L6",144.9,"Found",1987,-76.27588,156.45743,"(-76.27588, 156.45743)",144.9,2.16106838547117
"Elephant Moraine 87661",8211,"Valid","L6",118.6,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",118.6,2.07408468902824
"Elephant Moraine 87662",8212,"Valid","H6",2.5,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",2.5,0.397940008672038
"Elephant Moraine 87663",8213,"Valid","H4",57.8,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",57.8,1.76192783842053
"Elephant Moraine 87664",8214,"Valid","H6",48.2,"Found",1987,-76.28108,157.23612,"(-76.28108, 157.23612)",48.2,1.68304703823885
"Elephant Moraine 87666",8216,"Valid","H4",4.2,"Found",1987,-76.28264,156.44157,"(-76.28264, 156.44157)",4.2,0.6232492903979
"Elephant Moraine 87667",8217,"Valid","L6",9,"Found",1987,-76.27585,156.45332,"(-76.27585, 156.45332)",9,0.954242509439325
"Elephant Moraine 87668",8218,"Valid","L6",70.3,"Found",1987,-76.27743,156.45176,"(-76.27743, 156.45176)",70.3,1.84695532501982
"Elephant Moraine 87669",8219,"Valid","L6",25.9,"Found",1987,-76.28208,156.4477,"(-76.28208, 156.4477)",25.9,1.41329976408125
"Elephant Moraine 87670",8220,"Valid","L6",17.8,"Found",1987,-76.28324,156.44495,"(-76.28324, 156.44495)",17.8,1.25042000230889
"Elephant Moraine 87671",8221,"Valid","L6",78,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",78,1.89209460269048
"Elephant Moraine 87672",8222,"Valid","H6",126.3,"Found",1987,-76.26667,156.48604,"(-76.26667, 156.48604)",126.3,2.10140335055533
"Elephant Moraine 87673",8223,"Valid","L6",3.8,"Found",1987,-76.28339,156.43525,"(-76.28339, 156.43525)",3.8,0.57978359661681
"Elephant Moraine 87674",8224,"Valid","H5",3.9,"Found",1987,-76.26837,156.4676,"(-76.26837, 156.4676)",3.9,0.591064607026499
"Elephant Moraine 87675",8225,"Valid","L5",1.6,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",1.6,0.204119982655925
"Elephant Moraine 90329",8738,"Valid","L6",22.5,"Found",1990,-76.2811,156.43614,"(-76.2811, 156.43614)",22.5,1.35218251811136
"Elephant Moraine 87676",8226,"Valid","L6",67.5,"Found",1987,-76.26934,156.46292,"(-76.26934, 156.46292)",67.5,1.82930377283102
"Elephant Moraine 87677",8227,"Valid","H5",54,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",54,1.73239375982297
"Elephant Moraine 87678",8228,"Valid","L6",55.8,"Found",1987,-76.28092,156.44096,"(-76.28092, 156.44096)",55.8,1.74663419893758
"Elephant Moraine 87679",8229,"Valid","L6",5.8,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",5.8,0.763427993562937
"Elephant Moraine 87680",8230,"Valid","L6",48.1,"Found",1987,-76.28308,156.44172,"(-76.28308, 156.44172)",48.1,1.68214507637383
"Elephant Moraine 87681",8231,"Valid","H5",32,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",32,1.50514997831991
"Elephant Moraine 87682",8232,"Valid","L6",3,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",3,0.477121254719662
"Elephant Moraine 87683",8233,"Valid","H5",10.9,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",10.9,1.03742649794062
"Elephant Moraine 87684",8234,"Valid","L6",27.9,"Found",1987,-76.28277,156.43681,"(-76.28277, 156.43681)",27.9,1.4456042032736
"Elephant Moraine 87685",8235,"Valid","L5",44.3,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",44.3,1.64640372622307
"Elephant Moraine 87686",8236,"Valid","L6",23.4,"Found",1987,-76.28199,156.43867,"(-76.28199, 156.43867)",23.4,1.36921585741014
"Elephant Moraine 87687",8237,"Valid","H5",10.5,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",10.5,1.02118929906994
"Elephant Moraine 87688",8238,"Valid","L6",59.1,"Found",1987,-76.28283,156.43624,"(-76.28283, 156.43624)",59.1,1.77158748088126
"Elephant Moraine 87689",8239,"Valid","H5",58.6,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",58.6,1.76789761601809
"Elephant Moraine 87690",8240,"Valid","L6",54,"Found",1987,-76.28275,156.43988,"(-76.28275, 156.43988)",54,1.73239375982297
"Elephant Moraine 87691",8241,"Valid","L6",39.2,"Found",1987,-76.28074,156.44104,"(-76.28074, 156.44104)",39.2,1.59328606702046
"Elephant Moraine 87692",8242,"Valid","H6",1.4,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",1.4,0.146128035678238
"Elephant Moraine 87693",8243,"Valid","H6",11.3,"Found",1987,-76.2683,156.46539,"(-76.2683, 156.46539)",11.3,1.05307844348342
"Elephant Moraine 87694",8244,"Valid","L6",23.4,"Found",1987,-76.28204,156.44139,"(-76.28204, 156.44139)",23.4,1.36921585741014
"Elephant Moraine 87695",8245,"Valid","H5",118.5,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",118.5,2.07371835034612
"Elephant Moraine 87696",8246,"Valid","L6",10.7,"Found",1987,-76.28263,156.43618,"(-76.28263, 156.43618)",10.7,1.02938377768521
"Elephant Moraine 87697",8247,"Valid","L6",79,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",79,1.89762709129044
"Elephant Moraine 87698",8248,"Valid","L6",9,"Found",1987,-76.28328,156.43681,"(-76.28328, 156.43681)",9,0.954242509439325
"Elephant Moraine 87699",8249,"Valid","H5",46.3,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",46.3,1.66558099101795
"Elephant Moraine 87700",8250,"Valid","L6",43.6,"Found",1987,-76.2739,156.49131,"(-76.2739, 156.49131)",43.6,1.63948648926859
"Elephant Moraine 87701",8251,"Valid","L6",65.3,"Found",1987,-76.05835,156.38737,"(-76.05835, 156.38737)",65.3,1.81491318127507
"Elephant Moraine 87702",8252,"Valid","L6",43.7,"Found",1987,-76.28297,156.45865,"(-76.28297, 156.45865)",43.7,1.64048143697042
"Elephant Moraine 87703",8253,"Valid","L6",8.1,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",8.1,0.90848501887865
"Elephant Moraine 87704",8254,"Valid","L6",26.8,"Found",1987,-76.28072,156.45297,"(-76.28072, 156.45297)",26.8,1.42813479402879
"Elephant Moraine 87705",8255,"Valid","L6",2.3,"Found",1987,-76.2657,156.48371,"(-76.2657, 156.48371)",2.3,0.361727836017593
"Elephant Moraine 87706",8256,"Valid","L6",16.8,"Found",1987,-76.27396,156.51076,"(-76.27396, 156.51076)",16.8,1.22530928172586
"Elephant Moraine 87707",8257,"Valid","L6",69.2,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",69.2,1.84010609445676
"Elephant Moraine 87708",8258,"Valid","L6",32.2,"Found",1987,-76.27189,156.47962,"(-76.27189, 156.47962)",32.2,1.50785587169583
"Elephant Moraine 87709",8259,"Valid","L5",110,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",110,2.04139268515822
"Elephant Moraine 87710",8260,"Valid","L6",14.4,"Found",1987,-76.28188,156.45674,"(-76.28188, 156.45674)",14.4,1.15836249209525
"Elephant Moraine 87712",8262,"Valid","H5",35.4,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",35.4,1.54900326202579
"Elephant Moraine 87713",8263,"Valid","H6",3.5,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",3.5,0.544068044350276
